word,word_count,mean_sent_length,final_count,solo_count
här+på,2.0,8.0,2.0,0.0
jätte+mysit,6.0,5.66666666667,4.0,0.0
fåret,36.0,5.44444444444,24.0,0.0
spaden,14.0,6.57142857143,8.0,0.0
bräderna,12.0,11.3333333333,2.0,0.0
värpt,2.0,7.0,0.0,0.0
kokos+nöten,2.0,13.0,0.0,0.0
oss,246.0,9.62601626016,96.0,0.0
ost,80.0,7.1,44.0,6.0
trappa,14.0,5.71428571429,6.0,2.0
osj,6.0,1.0,6.0,6.0
skata,2.0,9.0,0.0,0.0
skägget,8.0,5.5,4.0,0.0
pussel,147.0,6.66666666667,70.0,2.0
tjicka,2.0,1.0,2.0,2.0
vet,1719.0,7.90285049447,41.0,2.0
hö+tjugan,2.0,19.0,2.0,0.0
gäspar,4.0,5.5,0.0,0.0
öga,60.0,4.68333333333,41.0,4.0
häxerna,14.0,5.28571428571,10.0,0.0
ved,6.0,3.33333333333,6.0,2.0
slädda,2.0,7.0,0.0,0.0
kladdia,4.0,16.0,0.0,0.0
vem,2071.0,5.56156446161,22.0,18.0
vek,2.0,5.0,0.0,0.0
härom,2.0,8.0,0.0,0.0
glas+ögonen,6.0,10.6666666667,2.0,0.0
flinger,10.0,2.6,8.0,6.0
bus+frö,4.0,3.5,2.0,2.0
blå+bären,2.0,13.0,2.0,0.0
me+samma,2.0,15.0,0.0,0.0
bil+lådan,2.0,8.0,2.0,0.0
hörde,68.0,6.41176470588,2.0,0.0
nagel,2.0,7.0,0.0,0.0
rörelse,1.0,9.0,1.0,0.0
hördu,6.0,5.0,3.0,2.0
bil+bana,8.0,4.75,4.0,0.0
gössel+stan,4.0,4.5,2.0,0.0
buuu,5.0,1.4,5.0,3.0
nypon,4.0,5.5,0.0,0.0
luckan,10.0,7.6,4.0,0.0
Marita,20.0,7.4,4.0,0.0
hickax,2.0,2.0,0.0,0.0
kyls+kåpet,2.0,28.0,0.0,0.0
axel,8.0,8.0,4.0,0.0
mell,2.0,11.0,0.0,0.0
locket,74.0,6.7027027027,27.0,4.0
räcker,141.0,5.76595744681,10.0,0.0
katter,82.0,6.29268292683,32.0,4.0
Ma,4.0,12.5,0.0,0.0
skrik,18.0,4.0,0.0,0.0
Mi,3.0,6.66666666667,2.0,0.0
Mu,2.0,1.0,2.0,2.0
smälter,8.0,7.75,4.0,0.0
mus+flickan,2.0,3.0,2.0,0.0
tjuv+titta,2.0,5.0,2.0,0.0
aldri,50.0,8.28,4.0,0.0
skydd,8.0,8.0,2.0,0.0
My,12.0,6.16666666667,4.0,0.0
katten,432.0,5.78703703704,179.0,5.0
fåglarna,14.0,10.2857142857,4.0,0.0
använder,22.0,9.09090909091,0.0,0.0
tråkigt,2.0,7.0,1.0,0.0
bv,2.0,5.0,0.0,0.0
muuhu,2.0,2.0,2.0,0.0
tennis+planen,2.0,6.0,0.0,0.0
lova,2.0,5.0,0.0,0.0
Antes,2.0,2.0,0.0,0.0
kassa+apparat,2.0,2.0,2.0,0.0
kommit,62.0,9.29032258065,4.0,0.0
t_v-n,22.0,8.45454545455,8.0,2.0
sprids,4.0,17.0,0.0,0.0
vargens,10.0,4.8,0.0,0.0
jord+gubbarna,2.0,6.0,2.0,0.0
filma,32.0,6.0,14.0,0.0
samlar,4.0,7.5,0.0,0.0
vuxna,4.0,3.0,0.0,0.0
emellan,21.0,8.47619047619,11.0,0.0
kassa,2.0,10.0,0.0,0.0
marsvins+mamman,2.0,4.0,2.0,0.0
skum,2.0,13.0,2.0,0.0
kött,20.0,6.6,8.0,0.0
finast,10.0,7.4,8.0,0.0
jeepen,58.0,7.27586206897,34.0,0.0
stege,24.0,7.91666666667,14.0,0.0
häxer,18.0,9.33333333333,2.0,0.0
rann,4.0,6.0,2.0,0.0
Jejas,2.0,4.0,0.0,0.0
näaa,2.0,1.0,2.0,2.0
bakar,50.0,6.84,10.0,0.0
tvätten,6.0,8.0,0.0,0.0
stora+syster,8.0,11.75,4.0,0.0
lille+bror,12.0,5.83333333333,10.0,0.0
