word,word_count,mean_sent_length,final_count,solo_count
roll,2.0,16.5,1.0,0.0
tenerla,2.0,18.5,0.0,0.0
vengaré,1.0,3.0,1.0,0.0
engañado,13.0,6.07692307692,10.0,0.0
E,10.0,4.0,5.0,2.0
comelo,2.0,5.0,1.0,0.0
conseguiré,1.0,2.0,1.0,0.0
pelotillas,8.0,5.125,8.0,0.0
cerremos,7.0,7.71428571429,1.0,0.0
palma,6.0,11.6666666667,0.0,0.0
verdá,18.0,5.44444444444,13.0,1.0
palmo,1.0,18.0,0.0,0.0
azí,31.0,6.54838709677,11.0,2.0
cómaselo,1.0,3.0,0.0,0.0
cómasela,1.0,1.0,1.0,1.0
aquies,1.0,5.0,1.0,0.0
pesaba,3.0,9.0,0.0,0.0
adorné,1.0,4.0,0.0,0.0
buelita,1.0,9.0,0.0,0.0
cuidalo,1.0,5.0,0.0,0.0
platique,6.0,7.5,0.0,0.0
entrevista,58.0,5.87931034483,43.0,0.0
cuidale,1.0,5.0,0.0,0.0
aleman,2.0,16.0,0.0,0.0
oso,440.0,5.625,243.0,19.0
osa,1.0,8.0,0.0,0.0
cocinabas,1.0,3.0,1.0,0.0
arrancaron,1.0,4.0,1.0,0.0
ballet,4.0,9.5,0.0,0.0
dimelo,12.0,6.0,8.0,2.0
calmarla,1.0,2.0,1.0,0.0
enseñarte,7.0,7.14285714286,1.0,0.0
lara,3.0,3.0,1.0,0.0
Bella_y_la_bestia,2.0,9.0,2.0,0.0
mache,1.0,2.0,0.0,0.0
macha,3.0,3.0,1.0,0.0
camarones,4.0,3.0,3.0,1.0
macho,14.0,12.2857142857,7.0,0.0
jardines,4.0,6.0,3.0,0.0
imaginarte,1.0,11.0,0.0,0.0
Marinegros,1.0,6.0,0.0,0.0
esposarlos,1.0,4.0,1.0,0.0
vengamos,2.0,18.5,0.0,0.0
ingenieros,1.0,5.0,0.0,0.0
minuto,15.0,12.6666666667,2.0,0.0
Mó,1.0,2.0,1.0,0.0
puntualmente,3.0,6.0,3.0,0.0
pásamelos,2.0,6.5,1.0,0.0
bajen,4.0,9.75,0.0,0.0
búfalos,3.0,9.66666666667,1.0,0.0
cocinando,19.0,3.52631578947,11.0,0.0
marineros,11.0,7.18181818182,3.0,0.0
