word,word_count,mean_sent_length,final_count,solo_count
koristiš,1.0,8.0,0.0,0.0
kipera,6.0,8.16666666667,3.0,0.0
tišini,1.0,5.0,0.0,0.0
kipere,2.0,7.5,0.0,0.0
donijet,24.0,8.95833333333,1.0,0.0
polagano,1.0,6.0,0.0,0.0
klupi,2.0,9.0,1.0,0.0
utrpat,1.0,13.0,1.0,0.0
javlja,5.0,5.8,1.0,0.0
guu,1.0,3.0,1.0,0.0
zamotavanje,1.0,7.0,0.0,0.0
pokakaš,5.0,7.2,2.0,0.0
obra,2.0,3.0,2.0,0.0
ljubica,6.0,5.33333333333,2.0,1.0
razbiješ,2.0,8.5,1.0,0.0
šofer,2.0,8.0,0.0,0.0
alicu,4.0,7.75,1.0,0.0
fiat,11.0,5.54545454545,0.0,0.0
digne,2.0,10.0,1.0,0.0
ehehhe,1.0,1.0,1.0,1.0
knjigicu,55.0,6.72727272727,16.0,0.0
njuškat,1.0,3.0,1.0,0.0
